"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
11736,25,"blue-collar","single","secondary","no",674,"no","no","cellular",24,"jul",736,2,-1,0,"unknown","no"
11737,38,"management","single","tertiary","no",889,"no","no","unknown",19,"may",197,4,-1,0,"unknown","no"
11738,42,"technician","married","secondary","no",233,"no","no","cellular",20,"aug",143,4,-1,0,"unknown","no"
11739,59,"unemployed","divorced","secondary","no",2026,"no","no","cellular",14,"aug",185,3,73,1,"failure","no"
11740,42,"blue-collar","married","primary","no",803,"yes","no","unknown",7,"may",171,2,-1,0,"unknown","no"
11741,56,"admin.","married","secondary","no",33,"no","yes","cellular",19,"nov",111,1,-1,0,"unknown","no"
11742,55,"retired","married","secondary","no",393,"no","yes","cellular",25,"may",176,1,-1,0,"unknown","no"
11743,35,"services","married","secondary","no",2135,"no","no","unknown",11,"jun",436,1,-1,0,"unknown","no"
11744,48,"entrepreneur","single","secondary","no",0,"yes","no","cellular",6,"may",236,1,-1,0,"unknown","no"
11745,57,"technician","married","secondary","no",589,"yes","no","cellular",2,"feb",223,1,76,4,"failure","no"
11746,29,"technician","single","secondary","no",362,"no","no","cellular",9,"feb",826,7,-1,0,"unknown","no"
11747,33,"technician","divorced","tertiary","no",0,"yes","no","cellular",2,"jun",72,1,-1,0,"unknown","no"
11748,25,"admin.","married","secondary","no",541,"yes","no","cellular",15,"may",607,1,344,4,"failure","no"
11749,45,"blue-collar","married","secondary","no",333,"no","yes","cellular",6,"aug",166,2,-1,0,"unknown","no"
11750,57,"retired","single","tertiary","no",0,"no","no","cellular",18,"nov",300,1,-1,0,"unknown","no"
11751,39,"management","single","tertiary","no",3840,"yes","no","cellular",11,"aug",315,2,-1,0,"unknown","yes"
11752,46,"technician","married","secondary","no",3434,"no","yes","cellular",8,"jun",148,2,101,1,"success","yes"
11753,33,"management","single","tertiary","no",2206,"yes","no","cellular",18,"nov",247,1,-1,0,"unknown","no"
11754,48,"blue-collar","married","primary","no",231,"yes","no","unknown",9,"may",752,3,-1,0,"unknown","no"
11755,37,"management","married","tertiary","no",975,"yes","yes","cellular",21,"nov",69,9,-1,0,"unknown","no"
11756,36,"technician","single","secondary","no",94,"yes","no","cellular",20,"apr",274,1,-1,0,"unknown","no"
11757,34,"blue-collar","married","secondary","no",406,"no","yes","cellular",11,"jul",113,2,-1,0,"unknown","no"
11758,47,"technician","married","secondary","no",503,"yes","no","unknown",6,"may",109,2,-1,0,"unknown","no"
11759,50,"admin.","married","tertiary","no",843,"no","yes","cellular",27,"may",71,3,-1,0,"unknown","no"
11760,39,"management","single","tertiary","no",1092,"no","no","cellular",26,"aug",205,7,-1,0,"unknown","no"
11761,36,"management","married","tertiary","no",105,"no","no","cellular",28,"jan",76,1,-1,0,"unknown","no"
11762,43,"entrepreneur","single","tertiary","no",0,"yes","no","unknown",26,"may",142,3,-1,0,"unknown","no"
11763,36,"management","single","tertiary","no",609,"no","no","cellular",18,"aug",33,2,-1,0,"unknown","no"
11764,48,"management","single","tertiary","no",906,"yes","no","telephone",29,"jul",289,9,-1,0,"unknown","no"
11765,46,"blue-collar","married","primary","no",174,"no","yes","cellular",15,"jul",90,1,-1,0,"unknown","no"
11766,28,"unemployed","single","tertiary","no",0,"no","no","telephone",2,"feb",39,1,-1,0,"unknown","no"
11767,45,"entrepreneur","married","secondary","no",245,"yes","no","unknown",14,"may",126,3,-1,0,"unknown","no"
11768,53,"retired","single","secondary","yes",-741,"yes","yes","cellular",17,"nov",53,1,-1,0,"unknown","no"
11769,53,"blue-collar","single","primary","no",354,"yes","no","cellular",29,"jan",133,1,226,2,"failure","no"
11770,42,"blue-collar","married","primary","no",0,"yes","yes","cellular",7,"may",209,2,-1,0,"unknown","no"
11771,32,"self-employed","married","secondary","no",8,"yes","yes","cellular",13,"may",251,2,-1,0,"unknown","no"
11772,60,"retired","divorced","secondary","no",598,"no","yes","cellular",8,"jul",96,1,-1,0,"unknown","no"
11773,40,"management","married","primary","no",738,"yes","yes","cellular",2,"apr",399,2,258,3,"failure","no"
11774,55,"technician","single","secondary","no",11,"no","no","unknown",20,"jun",14,2,-1,0,"unknown","no"
11775,47,"technician","divorced","secondary","no",-105,"no","no","telephone",28,"aug",192,2,-1,0,"unknown","no"
11776,48,"entrepreneur","married","unknown","no",2550,"yes","no","unknown",14,"may",175,3,-1,0,"unknown","no"
11777,47,"blue-collar","married","secondary","yes",-614,"yes","no","unknown",26,"may",118,2,-1,0,"unknown","no"
11778,25,"unemployed","single","secondary","no",771,"no","no","cellular",5,"mar",86,1,-1,0,"unknown","no"
11779,36,"blue-collar","married","secondary","no",-9,"yes","no","unknown",9,"may",137,3,-1,0,"unknown","no"
11780,35,"management","single","tertiary","no",0,"no","no","cellular",18,"aug",276,5,-1,0,"unknown","no"
11781,53,"technician","married","secondary","no",56,"yes","yes","unknown",5,"may",152,2,-1,0,"unknown","no"
11782,45,"technician","married","secondary","no",4466,"yes","no","unknown",3,"jun",110,1,-1,0,"unknown","no"
11783,58,"unemployed","single","primary","no",278,"no","no","unknown",16,"jun",1009,5,-1,0,"unknown","no"
11784,38,"services","married","secondary","no",4017,"no","no","cellular",4,"aug",470,1,96,3,"success","yes"
11785,45,"technician","married","secondary","no",49,"no","no","cellular",29,"jul",65,2,-1,0,"unknown","no"
11786,27,"blue-collar","divorced","secondary","no",1,"yes","no","cellular",14,"jul",116,3,-1,0,"unknown","no"
11787,45,"retired","divorced","secondary","no",187,"yes","no","cellular",11,"may",82,2,-1,0,"unknown","no"
11788,37,"technician","single","secondary","no",363,"yes","no","cellular",21,"nov",39,4,182,3,"failure","no"
11789,55,"blue-collar","married","primary","no",771,"no","no","cellular",29,"aug",98,19,-1,0,"unknown","no"
11790,35,"management","married","tertiary","no",0,"no","no","cellular",11,"jul",89,1,-1,0,"unknown","no"
11791,34,"technician","married","secondary","no",439,"yes","no","cellular",12,"may",347,1,-1,0,"unknown","no"
11792,49,"blue-collar","married","primary","no",3103,"no","no","cellular",9,"feb",26,5,-1,0,"unknown","no"
11793,60,"management","married","tertiary","no",2281,"no","no","cellular",5,"feb",230,2,-1,0,"unknown","yes"
11794,38,"admin.","married","secondary","no",9618,"yes","no","unknown",9,"jun",214,1,-1,0,"unknown","no"
11795,53,"technician","married","unknown","no",9252,"no","no","cellular",20,"nov",277,1,-1,0,"unknown","no"
11796,42,"services","married","secondary","no",737,"yes","no","unknown",14,"may",762,2,-1,0,"unknown","no"
11797,32,"technician","single","tertiary","no",1813,"no","no","cellular",5,"feb",102,1,-1,0,"unknown","no"
11798,34,"blue-collar","married","secondary","no",0,"yes","no","cellular",13,"may",68,4,357,3,"success","no"
11799,59,"retired","married","secondary","yes",-2,"no","yes","cellular",18,"jul",102,1,-1,0,"unknown","no"
11800,40,"self-employed","married","tertiary","no",1126,"yes","no","unknown",16,"may",22,4,-1,0,"unknown","no"
11801,32,"technician","single","secondary","no",136,"yes","no","cellular",13,"aug",144,2,-1,0,"unknown","no"
11802,60,"admin.","divorced","secondary","no",4519,"no","no","cellular",2,"feb",152,1,-1,0,"unknown","no"
11803,50,"technician","single","tertiary","no",1840,"yes","no","cellular",11,"jul",184,2,-1,0,"unknown","no"
11804,44,"unemployed","married","secondary","no",728,"yes","no","cellular",7,"apr",185,1,328,11,"failure","no"
11805,45,"services","married","secondary","no",759,"yes","no","unknown",2,"jun",172,2,-1,0,"unknown","no"
11806,60,"retired","married","secondary","no",208,"no","no","cellular",20,"aug",70,4,-1,0,"unknown","no"
11807,48,"management","married","tertiary","no",1533,"no","no","unknown",29,"may",358,1,-1,0,"unknown","no"
11808,34,"admin.","married","secondary","no",1406,"yes","no","cellular",27,"may",145,1,-1,0,"unknown","yes"
11809,38,"technician","single","secondary","no",1130,"no","no","cellular",4,"jun",96,2,98,1,"success","yes"
11810,51,"admin.","single","secondary","no",3132,"no","no","telephone",5,"nov",449,1,176,1,"failure","no"
11811,58,"retired","married","unknown","no",928,"no","no","telephone",4,"aug",152,2,-1,0,"unknown","no"
11812,31,"blue-collar","married","secondary","no",557,"yes","yes","unknown",27,"may",185,1,-1,0,"unknown","no"
11813,34,"admin.","single","tertiary","no",625,"no","yes","unknown",31,"aug",34,1,-1,0,"unknown","yes"
11814,49,"blue-collar","married","secondary","no",-42,"no","no","cellular",6,"aug",585,4,-1,0,"unknown","no"
11815,39,"technician","married","secondary","no",214,"yes","no","unknown",27,"may",386,11,-1,0,"unknown","no"
11816,41,"admin.","married","secondary","no",158,"yes","no","cellular",24,"mar",115,2,-1,0,"unknown","no"
11817,56,"unemployed","married","secondary","no",972,"no","no","cellular",30,"jan",52,2,-1,0,"unknown","no"
11818,39,"admin.","married","secondary","no",140,"no","no","cellular",4,"may",40,5,-1,0,"unknown","no"
11819,28,"admin.","single","secondary","no",177,"yes","yes","cellular",6,"may",150,1,-1,0,"unknown","no"
11820,32,"admin.","married","secondary","no",2664,"yes","no","cellular",29,"jul",242,7,-1,0,"unknown","no"
11821,58,"technician","single","secondary","no",409,"no","yes","cellular",14,"jul",643,2,-1,0,"unknown","no"
11822,26,"technician","single","tertiary","no",152,"no","no","cellular",30,"jan",151,2,2,1,"other","no"
11823,24,"blue-collar","married","secondary","no",1073,"yes","no","unknown",3,"jun",569,2,-1,0,"unknown","no"
11824,76,"housemaid","divorced","primary","no",1411,"no","no","telephone",19,"oct",233,2,187,3,"success","yes"
11825,60,"admin.","divorced","secondary","no",663,"no","yes","cellular",30,"jan",385,3,197,1,"other","no"
11826,48,"management","married","tertiary","no",0,"yes","no","cellular",26,"aug",204,2,-1,0,"unknown","no"
11827,43,"technician","single","unknown","no",11115,"no","no","cellular",23,"oct",476,1,74,2,"success","yes"
11828,32,"entrepreneur","married","unknown","no",73,"yes","no","cellular",9,"jul",175,1,-1,0,"unknown","no"
11829,29,"unemployed","single","secondary","no",2424,"no","no","cellular",6,"feb",93,1,-1,0,"unknown","no"
11830,41,"blue-collar","married","secondary","no",114,"yes","no","unknown",2,"jun",82,3,-1,0,"unknown","no"
11831,33,"services","married","secondary","no",244,"yes","no","cellular",18,"nov",231,2,-1,0,"unknown","no"
11832,32,"technician","married","tertiary","no",0,"yes","no","cellular",22,"jul",520,1,-1,0,"unknown","no"
11833,53,"technician","single","secondary","no",6164,"yes","no","cellular",17,"nov",101,1,-1,0,"unknown","no"
11834,48,"services","married","secondary","no",194,"yes","yes","unknown",12,"may",290,6,-1,0,"unknown","no"
11835,53,"management","married","tertiary","no",3105,"yes","yes","cellular",21,"nov",84,2,-1,0,"unknown","no"
11836,46,"admin.","single","secondary","no",849,"yes","no","unknown",5,"jun",508,2,-1,0,"unknown","yes"
11837,51,"management","married","tertiary","no",2635,"no","no","cellular",1,"sep",181,1,98,2,"failure","yes"
11838,46,"technician","divorced","tertiary","no",532,"no","no","cellular",22,"aug",491,2,-1,0,"unknown","no"
11839,37,"unemployed","single","tertiary","no",1706,"no","no","unknown",12,"jun",542,3,-1,0,"unknown","no"
11840,32,"admin.","married","tertiary","no",79,"yes","no","cellular",21,"nov",37,2,-1,0,"unknown","no"
11841,45,"admin.","married","secondary","no",3307,"no","no","cellular",30,"jul",129,2,-1,0,"unknown","no"
11842,32,"self-employed","married","primary","no",286,"yes","no","cellular",6,"aug",175,1,-1,0,"unknown","no"
11843,34,"technician","married","secondary","no",652,"yes","yes","cellular",18,"jul",50,4,-1,0,"unknown","no"
11844,33,"services","single","secondary","no",-448,"yes","no","cellular",14,"may",95,2,-1,0,"unknown","no"
11845,52,"management","married","tertiary","no",1564,"yes","no","cellular",17,"jul",493,1,-1,0,"unknown","no"
11846,43,"services","divorced","secondary","no",372,"yes","yes","cellular",4,"feb",618,2,274,2,"failure","no"
11847,40,"blue-collar","married","secondary","no",60,"no","yes","cellular",25,"jul",36,1,-1,0,"unknown","no"
11848,49,"management","married","tertiary","no",5969,"no","no","cellular",30,"jul",258,2,-1,0,"unknown","no"
11849,49,"self-employed","married","primary","no",5711,"no","no","cellular",20,"nov",89,1,-1,0,"unknown","no"
11850,29,"blue-collar","married","secondary","no",37,"yes","no","cellular",11,"may",138,3,353,1,"other","no"
11851,34,"blue-collar","married","primary","no",1756,"yes","yes","cellular",11,"may",58,1,-1,0,"unknown","no"
11852,29,"management","single","tertiary","no",224,"yes","no","cellular",24,"apr",65,2,81,3,"failure","yes"
11853,28,"technician","single","secondary","no",31,"no","no","cellular",8,"jul",323,2,-1,0,"unknown","no"
11854,38,"technician","single","secondary","no",8381,"no","no","cellular",21,"nov",98,1,-1,0,"unknown","no"
11855,33,"blue-collar","single","tertiary","no",350,"yes","no","cellular",6,"feb",148,7,227,5,"failure","no"
11856,31,"technician","single","tertiary","no",17,"no","no","cellular",26,"aug",239,2,-1,0,"unknown","no"
11857,51,"unemployed","married","primary","no",0,"no","no","cellular",29,"jul",132,2,-1,0,"unknown","no"
11858,44,"blue-collar","divorced","secondary","no",1258,"yes","no","cellular",6,"feb",607,4,-1,0,"unknown","no"
11859,41,"blue-collar","married","secondary","yes",720,"no","yes","cellular",24,"jul",651,1,-1,0,"unknown","yes"
11860,24,"admin.","single","secondary","no",1295,"no","no","cellular",22,"jul",355,2,92,1,"success","yes"
11861,37,"blue-collar","married","secondary","no",421,"no","yes","unknown",30,"may",381,2,-1,0,"unknown","no"
11862,36,"admin.","married","tertiary","no",1145,"yes","no","cellular",29,"mar",198,2,181,3,"failure","no"
11863,24,"technician","single","secondary","no",-156,"yes","no","cellular",18,"may",4,2,-1,0,"unknown","no"
11864,26,"services","single","secondary","no",47,"yes","no","cellular",22,"jul",161,1,-1,0,"unknown","no"
11865,37,"blue-collar","married","secondary","no",982,"yes","no","cellular",17,"apr",127,1,282,2,"failure","no"
11866,37,"services","divorced","secondary","no",319,"yes","no","unknown",6,"jun",467,3,-1,0,"unknown","yes"
11867,58,"retired","single","primary","no",999,"no","no","cellular",25,"jul",188,6,-1,0,"unknown","no"
11868,69,"technician","married","secondary","no",2661,"no","no","cellular",1,"sep",925,1,187,3,"other","no"
11869,39,"blue-collar","married","primary","no",0,"yes","no","cellular",11,"jul",117,2,-1,0,"unknown","no"
11870,49,"entrepreneur","married","secondary","no",1916,"no","yes","telephone",14,"jul",281,3,-1,0,"unknown","no"
11871,40,"technician","single","tertiary","no",47,"no","no","cellular",20,"aug",110,4,-1,0,"unknown","no"
11872,59,"housemaid","married","primary","no",-187,"yes","no","telephone",21,"jul",118,7,-1,0,"unknown","no"
11873,33,"admin.","single","tertiary","no",622,"yes","no","unknown",20,"may",243,1,-1,0,"unknown","no"
11874,30,"admin.","single","secondary","no",40,"no","no","cellular",22,"apr",382,2,-1,0,"unknown","no"
11875,52,"management","married","secondary","no",218,"yes","no","unknown",2,"jun",490,12,-1,0,"unknown","no"
11876,38,"technician","single","secondary","no",4366,"yes","no","cellular",29,"jul",188,2,-1,0,"unknown","no"
11877,29,"blue-collar","single","primary","no",105,"yes","no","unknown",16,"may",326,1,-1,0,"unknown","no"
11878,37,"admin.","single","secondary","no",31,"yes","no","cellular",18,"may",15,9,-1,0,"unknown","no"
11879,49,"services","married","secondary","no",2058,"no","no","unknown",18,"jun",82,3,-1,0,"unknown","no"
11880,36,"admin.","married","tertiary","no",1145,"yes","no","cellular",29,"sep",75,1,239,2,"failure","no"
11881,65,"management","divorced","tertiary","no",2756,"no","no","cellular",23,"sep",1353,2,-1,0,"unknown","no"
11882,37,"management","single","tertiary","no",2173,"no","no","cellular",21,"nov",158,3,114,1,"failure","no"
11883,26,"blue-collar","married","primary","no",500,"yes","no","unknown",15,"may",21,6,-1,0,"unknown","no"
11884,39,"technician","married","secondary","no",7137,"yes","no","unknown",27,"may",151,7,-1,0,"unknown","no"
11885,44,"admin.","married","secondary","no",0,"yes","no","unknown",23,"may",82,2,-1,0,"unknown","no"
11886,50,"technician","divorced","secondary","no",-403,"no","yes","cellular",17,"nov",130,2,119,2,"failure","no"
11887,56,"blue-collar","married","secondary","no",876,"yes","no","telephone",18,"may",93,2,-1,0,"unknown","no"
11888,47,"admin.","divorced","secondary","no",295,"yes","no","unknown",6,"jun",94,2,-1,0,"unknown","yes"
